symbol,companyName,companyNameEng,shortName,foundDate,phone,email,vnAddress,website,industryName,floor,listedDate,vnSummary
PHN,Công ty cổ phần Pin Hà Nội,Ha noi Batteries Joint Stock Company,Pin Hà Nội,2004-01-02,+84 (24) 38615365,habaco@habaco.com.vn,"Số 72 đường Phan Trọng Tuệ, thị trấn Văn Điển, huyện Thanh Trì, Hà Nội, Việt Nam",www.habaco.com.vn,Thiết bị điện,HNX,2019-03-13,Công ty Cổ phần Pin Hà Nội (PHN) có tiền thân là Nhà máy Pin Văn Điển được xây dựng vào năm 1960. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh pin. PHN chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. Công ty hiện có năng lực sản xuất trên 500 triệu sản phẩm/năm. Thị phần pin Con Thỏ của Công ty chiếm khoảng 40% thị phần nội địa. PHN được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ đầu năm 2019.
PHP,Công ty Cổ phần Cảng Hải Phòng,Port of Hai Phong Joint Stock Company,Cảng Hải Phòng,2014-07-01,+84 (225) 3859945,haiphongport@haiphongport.com.vn,"Số 8A Trần Phú, phường Máy Tơ, quận Ngô Quyền, Hải Phòng, Việt Nam",haiphongport.com.vn,Dịch vụ vận tải,HNX,2015-08-12,"Công ty Cổ phần Cảng Hải Phòng (PHP) có tiền thân là Bến Sáu Kho được thực dân Pháp xây dựng vào năm 1874. Hoạt động sản xuất chính của công ty là (i) Bốc xếp hàng hóa, (ii) Cho thuê kho bãi, văn phòng, và (iii) Hoạt động lai dắt, hỗ trợ tàu biển, kinh doanh dịch vụ (đại lý tàu biển, môi giới hàng hải, dịch vụ vận tải, cân, đếm hàng). PHP chính thức hoạt động theo mô hình công ty cổ phần từ năm 2014. Công ty dẫn đầu thị trường khu vực phía Bắc (30% thị phần) và đứng thứ 2 cả nước (9% thị phần), sau Tân Cảng Sài Gòn (SNP). Hiện nay, PHP hiện có 03 cảng chính: Hoàng Diệu, Chùa Vẽ và Tân Vũ với tổng diện tích khoảng 2,1 triệu km2 và có cầu tàu dài nhất (21 cầu tàu) với tổng chiều dài gần 4.000m. PHP được niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ năm 2015."
PHR,Công ty Cổ phần Cao su Phước Hòa ,Phuoc Hoa Rubber Joint Stock Company,Cao su Phước Hòa,2008-03-03,+84 (274) 3657111,tcktcsph@gmail.com,"Xã Phước Hòa, huyện Phú Giáo, Bình Dương, Việt Nam",phuruco.vn,Hóa chất cơ bản,HOSE,2009-08-18,"Công ty Cổ phần Cao su Phước Hòa (PHR) có tiền thân là Đồn điền Cao su Phước Hòa được thành lập sau ngày miền Nam hoàn toàn giải phóng. Công ty hoạt động trong lĩnh vực trồng, khai thác, chế biến mủ cao su và chế biến gỗ cao su. PHR chính thức hoạt động theo mô hình công ty cổ phần từ năm 2008. Công ty là một trong những công ty có diện tích cao su lớn của ngành, nằm trong Top 5 đơn vị quản lý diện tích và sản lượng cao su lớn nhất ngành. Công ty có diện tích đất trồng cao su là 15.227 ha và 3 nhà máy chế biến mủ cao su với tổng công suất 27.000 tấn/năm. PHR được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 08/2009."
PIA,Công ty cổ phần Tin học Viễn thông Petrolimex,Petrolimex Information Technology and Telecommunication Joint Stock Company,V.thông Petrolimex,2003-09-23,+84 (24) 35182072,piacom@ptrolimex.com.vn,"Số 01 Khâm Thiên, phường Khâm thiên, quận Đống Đa, Hà Nội, Việt Nam",www.piacom.com.vn,Phần mềm,HNX,2019-09-06,"Công ty Cổ phần Tin học Viễn thông Petrolimex (PIA) có tiền thân là Trung tâm Tin học và Tự động hóa Petrolimex trực thuộc Tổng Công ty Xăng dầu Việt Nam (nay là Tập đoàn Xăng dầu Việt Nam), được thành lập vào năm 1996. Công ty hoạt động chính trong lĩnh vực tự động hóa, phần mềm, công nghệ thông tin. PIA chính thức hoạt động theo mô hình công ty cổ phần từ năm 2003. PIA được giao dịch trên thị trường UPCOM từ tháng 02/2016."
PIC,Công ty Cổ phần Đầu tư Điện lực 3,PC3-Investment Joint Stock Company,Đầu tư Điện lực 3,2008-01-02,+84 (236) 2212545,pc3i@pc3invest.vn,"78A Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng, Việt Nam",pc3invest.cpc.vn,Điện,HNX,2017-01-09,Công ty Cổ phần Đầu tư Điện lực 3 (PIC) được thành lập năm 2008. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh điện năng. PIC trở thành công ty đại chúng từ năm 2009. Công ty quản lý vận hành Nhà máy Thủy điện Đa Krông 1 với công suất 12MW và Nhà máy thủy điện Đăk Pône có công suất 14 MW. PIC được giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ tháng 01/2017.
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Petrolimex International Trading Joint Stock Company,XNK Petrolimex,2004-10-01,+84 (28) 38383400,pitco@pitco.com.vn,"54 - 55 Bùi Hữu Nghĩa, Phường 05, Quận 5, TP Hồ Chí Minh, Việt Nam",www.pitco.com.vn,Nông sản và thủy hải sản,HOSE,2008-01-24,"
Công ty CP XNK  Petrolimex  tiền thân là Công ty XNK tổng hợp Petrolimex thành lập năm 1999. Năm 2004 chuyển thành công ty cổ phần. Petrolimex hoạt động tronh lĩnh vực kinh doanh XNK với mặt hàng xuất khẩu chủ lực là: Hạt tiêu, Cao su thiên nhiên, Thiếc thỏi và Antimony thỏi. Riêng sản lượng hạt tiêu xuất khẩu trung bình 10.000T/năm (là một trong 3 doanh nghiệp xuất khẩu hạt tiêu hàng đầu của Việt Nam). Mặt hàng nhập khẩu chủ lực: Sắt thép, Hóa chất, Hạt nhựa (chiếm 40% thị phần xuất khẩu khoáng sản của Việt Nam), ngoài việc xuất khẩu, công ty cũng tham gia với tư cách là cổ đông chiến lược của một số công ty chế biến tinh luyện khoáng sản, tham gia cùng các công ty này trên lĩnh vực nhập nguyên liệu thô từ một số nước ASEAN về sản xuất và tái xuất khẩu sản phẩm tinh cho Châu Âu. Ngoài ra, PITCO là thành viên của: Hiệp hội Hồ tiêu Việt Nam; Hiệp hội Cà phê Việt Nam (VICOFA); Hiệp hội Thép Việt Nam (VSC); Hiệp hội Cao su Việt Nam (VNRA); Phòng Thương mại và Công nghiệp Việt Nam (VCCI)."
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Petrolimex Ha Noi Transportation and Trading Joint-Stock Company.,V.tải Petro HN,1999-08-05,+84 (24) 38773539,Petajicohanoi@petrolimex.com.vn,"Số 49 đường Đức Giang, phường Đức Giang, quận Long Biên, Hà Nội, Việt Nam",www.petajicohanoi.com.vn,Dịch vụ vận tải,HNX,2006-12-25,"Tiền thân của Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội (Petajco) là Xí Nghiệp vận tải xăng dầu thành lập vào năm 1981 với nhiệm vụ chính là tổ chức quản lý kinh doanh vận tải, đảm bảo vận chuyển xăng dầu cho Công ty Xăng dầu Khu vực I, Tổng Công ty Xăng dầu Việt Nam. Petajico Hà Nội có 1 xí nghiệp (Xí Nghiệp Cơ khí và Thương mại), 1 chi nhánh trực thuộc (Chi nhánh Bắc Ninh) và 1 công ty góp vốn liên doanh (Công ty TNHH Taxi Gas Petrolimex Hà Nội). Vốn điều lệ hiện tại của công ty là 39 tỷ đồng. Công ty đang chiếm khoảng 75% sản lượng vận tải xăng dầu của cả khu vực miền Bắc với 179 phương tiện vận tải tương đương với năng lực vận tải là 55.000.000 m3km/năm. Bên cạnh hoạt động vận tải, công ty còn kinh doanh xăng dầu và các sản phẩm hóa dầu. Hiện có năm công ty đang hoạt động kinh doanh vận tải xăng dầu trực thuộc Tổng Công ty Xăng dầu Việt Nam (Petrolimex), trong đó, ba công ty chiếm lĩnh thị trường miền Bắc là Petajico Ha Nội), PTS Hà Tây và PTS Nghệ Tĩnh, trong đó, Petajico là công ty lớn nhất của Petrolimex. "
PJT,Công ty Cổ phần Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,V.tải Đg Thủy Petro,1999-09-30,+84 (28) 38991101,pjtaco@pjtaco.com.vn,"Tầng 7, tòa nhà số 322 Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TP Hồ Chí Minh, Việt Nam",www.pjtaco.petrolimex.com.vn,Dịch vụ vận tải,HOSE,2006-12-28,"Công ty là đơn vị duy nhất của ngành cung cấp dịch vụ vận tải xăng dầu đường sông của Tổng công ty xăng dầu Việt Nam tại phía Nam. Hàng năm, Công ty vận chuyển một khối lượng lớn xăng dầu cho Tổng Công ty và các đơn vị thành viên về đường sông và ven biển, tạo được uy tín đối với các đơn vị thành viên khác của Tổng Công ty. Bên cạnh đó, Công ty làm đại lý xăng dầu cho Tổng Công ty và hàng năm đã giúp Tổng Công ty bán một khối lượng lớn xăng dầu ra thị trường. Tính đến thời điểm năm 2007, đội tàu của Công ty có 17 chiếc, tổng trọng tải 12,526 tấn, trong đó: Tàu biển: 05 chiếc, tổng trọng tải: 4,811 tấn, tàu sông: 12 chiếc, tổng trọng tải: 7,715 tấn. "
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,Petrolimex Petrochemical Corporation - JSC,Hóa dầu Petrolimex,2004-02-18,+84 (24) 38513205,plc@petrolimex.com.vn,"Tầng 18-19 tòa nhà số 229 Tây Sơn, ngã Tư Sở, quận Đống Đa, Hà Nội, Việt Nam",www.plc.petrolimex.com.vn,Hóa chất đặc biệt,HNX,2006-12-27,"
Tổng Công ty Hoá dầu Petrolimex - Công ty Cổ phần tiền thân là Công ty Dầu nhờn thành lập năm 1994. Petrolimex chuyên kinh doanh các sản phẩm hóa dầu: Dầu mỡ nhờn, Nhựa đường, Dung môi hóa chất. Công ty đã tự nhập khẩu nguyên vật liệu và sản xuất ra các sản phẩm mang thương hiệu PETROLIMEX - PLC đáp ứng nhu cầu thị trường trong nước. Hiện nay công ty có 2 nhà máy sản xuất dầu nhờn có tổng công suất là 50.000 MT/năm, 5 kho nhựa đường có có sức chứa 17.000 m3, 2 kho hóa chất có sức chứa 16.000 m3 được phân bổ trải đều tư Hải phòng, Đà nẵng, Quy nhơn, Sài gòn, Cần thơ. Sản phẩm của Công ty có mặt trên toàn quốc với gần 2000 cửa hàng, trong đó Dầu mỡ nhờn có hơn 440 sản phẩm chiếm 20-22% thị phần, Nhựa đường có thị phần 20-25%, Dung môi hóa chất có hơn 50 mặt hàng chiếm 30-35% thị phần. Đặc biệt, Công ty đang từng bước mở rộng xuất khẩu sang các nước như: Lào, Campuchia, Trung Quốc, Hong Kong, Đài Loan, Philippin."
PLP,Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,Nhựa Pha Lê,2008-11-18,+84 (225) 5551669,,"Lô đất CN4.3 KCN MP Đình Vũ, Khu kinh tế Đình Vũ- Cát Hải, P Đông Hải 2, Q Hải An, Hải Phòng, Việt Nam",phaleplastics.com.vn,Khai khoáng nói chung,HOSE,2017-08-21,"Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê (PLP) được thành lập vào năm 2008. Công ty hoạt động trong lĩnh vực khai thác đá, sản xuất và kinh doanh bột đá siêu mịn và phụ gia ngành nhựa. PLP đang là chủ sở hữu giấy phép khai thác tại mỏ đá trắng Thung Hung, xã Châu Tiến, huyện Quỳ Hợp, tỉnh Nghệ An với tổng trữ lượng khai thác bao gồm: 1.407.649 m3 đá hoa làm vật liệu xây dựng thông thường, 120.462 m3 đá hoa trắng làm ốp lát các loại và 168.536 m3 đá hoa trắng làm bột CaCO3. Công ty đang quản lý vận hành 04 dây chuyền sản xuất hạt nhựa thuộc Nhà máy sản xuất hạt nhựa tại Hải Phòng với công suất thiết kế 4.500 tấn/tháng. PLP được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 08/2017."
PLX,Tập đoàn Xăng dầu Việt Nam,Vietnam National Petroleum Group,Xăng dầu Việt Nam,2011-12-01,+84 (24) 38512603,,"Tầng 23,24,25 tòa tháp VCCI, số 9 Đào Duy Anh, phường Phương Liên, quận Đống Đa, Hà Nội, Việt Nam",www.petrolimex.com.vn,Dầu khí tổng hợp,HOSE,2017-04-21,"Tập đoàn Xăng dầu Việt Nam (Petrolimex) có tiền thân Tổng Công ty Xăng Dầu Việt Nam, được thành lập vào năm 1995. Petrolimex chủ yếu nhập khẩu, phân phối và bán lẻ các sản phẩm dầu mỏ và khí đốt. Với mạng lưới phân phối hơn 2.100 trạm bán lẻ của Petrolimex và hơn 4.000 đại lý trên toàn quốc, Petrolimex là nhà cung cấp lớn nhất tất cả các loại sản phẩm xăng dầu trên thị trường nội địa. Bên cạnh đó, Petrolimex cũng hoạt động trên các lĩnh vực kinh doanh khác như bảo hiểm, ngân hàng, giao thông vận tải với các thương hiệu như PLC, PGC, PG TANKER, PJICO. PLX được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 04/2017."
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí miền Bắc ,North PetroVietnam Fertilizer & Chemicals Joint Stock Company,H.chất DK M.Bắc,2008-08-19,+84 (24) 35378256,pmb@pvfcco.com.vn,"Tầng 4, toà nhà Viện dầu khí Việt Nam,số 167 đường Trung Kính, phường Yên Hoà, quận Cầu Giấy, Hà Nội, Việt Nam",www.pmb.com,Hóa chất đặc biệt,HNX,2015-10-07,"Công ty Cổ phần Phân bón và Hóa chất Dầu khí miền Bắc (“PMB”), được thành lập từ năm 2007, hiện hoạt động với số vốn điều lệ là 120 tỷ đồng, trong đó Tổng Công ty phân bón và Hóa chất Dầu khí nắm giữ 75%. Hoạt đông kinh doanh chủ yếu của công ty là cung cấp các sản phẩm phân bón đặc biệt là các sản phẩm phân bón mang thương hiệu Phú Mỹ. Urê Phú Mỹ hay Đạm Phú Mỹ được sản xuất bởi nhà máy Đạm Phú Mỹ, thuộc công ty mẹ là sản phẩm kinh doanh chủ lực của PMB. Địa bàn hoạt động của công ty là 29 tỉnh và thành phố thuộc khu vực Miền Bắc (từ Quảng Bình trở ra phía Bắc). Trong năm 2014, công ty đạt mức doanh thu 1261,4 tỷ đồng, trong đó doanh thu từ Ure Phú Mỹ chiếm 90,4% cơ cấu doanh thu. Năm 2015, công ty chính thức niêm yết tại Sở Giao dịch chứng khoán Hà Nội (HNX) với mã cổ phiếu là PMB."
PMC,Công ty Cổ phần Dược phẩm dược liệu Pharmedic ,Pharmedic Pharmaceutical Medicinal Joint Stock Company.,Dược Pharmedic,1997-12-09,+84 (28) 39200300,pharmedic@vnn.vn,"367 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh, Việt Nam",www.pharmedic.com.vn,Dược phẩm,HNX,2009-10-09,"Công ty Cổ phần Dược phẩm Dược liệu Pharmedic tiền thân là Công ty Xuất Nhập Khẩu Trực dụng Y tế Pharimex được thành lập năm 1981. Công ty được cổ phần hóa năm 1997. Vốn điều lệ hiện tại là 93 tỷ đồng. Công ty chuyên sản xuất kinh doanh dược phẩm, dược liệu, mỹ phẩm, vật tư y tế và các sản phẩm khác thuộc ngành y tế. Sản phẩm của công ty không đa dạng nhưng đã xây dựng được thương hiệu và nhận được sự tin tưởng từ phía khách hàng như Povidine và B.A.R. Sản phẩm được phân phối trên toàn Việt Nam nhưng thị trường tiêu thụ chính là thành phố Hồ Chí Minh. "
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,PETRO CENTER CORPORATION,Petro Miền Trung,2007-05-09,+84 (235) 3947233,petromientrung@gmail.com,"Lô 4, Khu công nghiệp Điện Nam – Điện Ngọc, phường Điện Nam Bắc, thị xã Điện Bàn, Quảng Nam, Việt Nam",www.petrocenter.com.vn,Gas,HOSE,2018-01-25,"Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung (PMG) được thành lập vào năm 2007. Công ty hoạt động trong lĩnh vực nhập khẩu, tồn trữ, chiết nạp khí, kinh doanh phân phối khí hóa lỏng. PMG quản lý vận hành 09 Nhà máy chiết nạp gas với tổng công suất 108.000 tấn/năm. Công ty chuyên cung cấp gas cho một số doanh nghiệp lớn như Nhà máy Gạch Đồng Tâm, Dầu khí Quảng Bình, DNTN Dịch vụ Gas Hạnh Nguyên, Công ty TNHH Dầu khí Xanh, Công ty TNHH Hoàng Ân Tây Ninh, Công ty TNHH Tân Nhà Việt. Ngoài ra, Công ty còn có một hệ thống đại lý khách hàng tiêu thụ và bán lẻ đến tận tay người tiêu dùng khắp miền Trung, miền Nam và Tây Nguyên. PMG lần lượt được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối năm 2017 và đầu năm 2018."
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,DAM PHU MY PACKAGING JOINT STOCK COMPANY,Bao bì Đạm Phú Mỹ,2008-05-19,+84 (254) 3921999,dpmp@dpmp.vn,"Đường 1B, Khu công nghiệp Phú Mỹ I, Tân Thành, Bà Rịa - Vũng Tàu, Việt Nam",www.dpmp.vn,Bao bì & đóng gói,HNX,2015-09-22,"CTCP Bao bì Đạm Phú Mỹ (PMP), tiền thân là Nhà máy Sản xuất bao bì Hương Phong được thành lập và đi vào hoạt động năm 2004. Với vốn điều lệ hiện tại 42 tỷ đồng, công ty tập trung vào ngành kinh doanh chính là sản xuất và mua bán các sản phẩm bao bì PP, PK, PE. Doanh thu kinh doanh bao bì truyền thống chiếm 90,26% trong năm 2014 và đang có xu hướng giảm dần do từ năm 2014 Công ty bắt đầu đẩy mạnh hoạt động kinh doanh thương mại một số mặt hàng nhựa và giấy."
PMS,Công ty Cổ phần Cơ khí Xăng dầu,Petroleum Mechanical Stock Company,Cơ khí Xăng dầu,1999-10-21,+84 (28) 35531761,pmsc@hcm.fpt.yn,"446 N? Trang Long, ph??ng 13, qu?n Bình Th?nh, TP Hồ Chí Minh, Việt Nam",http://pms.petrolimex.com.vn,Xe tải và phương tiện vận chuyển thương mại,HNX,2009-06-08,"
Công ty Cổ phần cơ khí xăng dầu (PMS) thành lập năm 1975. Đến năm 1999 đi vào hoạt động theo mô hình cổ phần với số vốn điều lệ hiện tại đến năm 2009 là 52 tỷ đồng, lĩnh vực hoạt động chủ yếu là sản xuất phuy thép 200L, thùng thép 18/25L, các loại bồn thép đa dạng kích cỡ, các loại xe bồn đóng mới từ chassis Hyundai, Hino, Kamaz và cung cấp các dịch vụ như đo lường kiểm định xe bồn, vật tư thiết bị xăng dầu, xây dựng cửa hàng xăng dầu, bán lẻ và vận chuyển xăng dầu…Công ty có 2 xưởng sửa chữa và 3 cửa hàng xăng dầu. Thị phần các sản phẩm của Công ty là 40%-45% đối với sản phẩm phuy, 25%-30% đối với sản phẩm thùng và 40% đối với bồn chứa. Sản phẩm của Công ty chủ yếu phục vụ cho các ngành xăng dầu, dầu khí, thực phẩm, hóa chất,.. 90% nguồn nguyên liệu đầu vào của Công ty (chủ yếu là thép) phải nhập khẩu từ Nhật, Hàn Quốc, Indonexia… Ngày 18/12/2000, PMS đã được tổ chức QMS (Australia) chính thức cấp giấy chứng nhận hệ thống quản lý chất lượng đạt tiêu chuẩn Quốc tế ISO 9002:1994. "
PNC,Công ty Cổ phần văn hoá Phương Nam ,Phuong Nam Cultural Joint Stock Corporation,Văn hoá Phương Nam,1999-11-19,+84 (28) 38663447,info@phuongnamvh.com,"940 Đường 3/2, Phường 15, Quận 11, TP Hồ Chí Minh, Việt Nam",www.pnc.com.vn,Cửa hàng chuyên dụng,HOSE,2005-07-11,"
Công ty Cổ phần Văn Hóa Phương Nam tiền thân là Công ty Văn hóa và Dịch vụ Tổng hợp Quận 11 thành lập năm 1982. Năm 1999 chuyển sang hoạt động theo mô hình cổ phần. Lĩnh vực sản xuất kinh doanh chính của Công ty là các sản phẩm văn hóa, văn phòng phẩm, in ấn và hệ thống siêu thị sách. Trong đó, siêu thị sách luôn chiếm tỷ trọng doanh thu và lợi nhuận cao nhất, đồng thời cũng là điểm mạnh xây dựng nên vị thế nhà phân phối hàng đầu tại Việt Nam. Hiện tại Công ty có 27 nhà sách, 6 book cafe 5 cụm rạp chiếu phim, 4 Công ty con và 4 Công ty liên kết đặt tại Hà nội, thành phố Hồ Chí Minh, Nha Trang, Đà Nẵng, Cần Thơ, Huế, Hải Phòng. Bình quân hàng năm Phương Nam phát hành 40.000 tựa sách và thiết lập mối giao dịch bản quyền với nhiều tập đoàn nổi tiếng thế giới như Anh, Mỹ, Bỉ, Hồng Kông, Trung Quốc. Ngoài ra Công ty còn phát hành các phim nhựa đạt nhiểu giải thưởng như Cô thủ môn tội nghiệp, Nụ hôn thần chết, loạt phim Truyện cổ tích Việt Nam, phim tài liệu Cô Bảy Phùng Há, Bác sĩ Phượng và xây dựng nhiều chương trình ca nhạc sự kiện lớn như: Nối vòng tay lớn, Chương trình vì người nghèo."
PNJ,Công ty Cổ phần Vàng bạc đá quý Phú Nhuận,Phu Nhuan Jewelry Joint Stock Company,Vàng Phú Nhuận,2004-01-02,+84 (28) 39951703,pnj@pnj.com.vn,"170E Phan Đăng Lưu, Phường 3, quận Phú Nhuận, TP Hồ Chí Minh, Việt Nam",http://pnj.com.vn,Cửa hàng chuyên dụng,HOSE,2009-03-23,"
Công ty Cổ phần Vàng Bạc Đá Quý Phú Nhuận (PNJ) có tiền thân là cửa hàng Kinh doanh Vàng bạc Phú Nhuận trực thuộc UBND Quận Phú Nhuận, được thành lập vào ngày 28/04/1988. PNJ chuyên sản xuất, kinh doanh trang sức bằng vàng, bạc, đá quý. Công ty chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. PNJ hiện quản lý và vận hành Xí nghiệp nữ trang PNJ với tổng vốn đầu tư là 120 tỷ đồng và công suất sản xuất đạt trên 4 triệu sản phẩm/năm. Tính đến cuối năm 2018, PNJ đã phát triển hệ thống phân phối với 324 cửa hàng tại 50/63 tỉnh thành. Trong năm 2017, PNJ đạt tổng doanh thu 14.678 tỷ đồng và lợi nhuận trước thuế đạt 1.205 tỷ đồng. PNJ được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2009."
POM,Công ty Cổ phần Thép Pomina,Pomina Steel Corporation,Thép Pomina,2008-07-17,+84 (274) 3710051,pominasteel@hcm.vnn.vn,"Đường 27, KCN Sóng Thần II, Dĩ An, Bình Dương, Việt Nam",www.pomina-steel.com,Thép,HOSE,2010-04-20,"Công ty Cổ phần Thép Pomina (POM) có tiền thân là Nhà máy Thép Pomina 1 được thành lập năm 1999. Năm 2008 công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Công ty chủ yếu sản xuất thép xây dựng như thép thanh và thép cuộn, trong đó thép thanh chiếm 86% doanh thu, thép cuộn chiếm khoảng 12% doanh thu. Thị trường chính của công ty bao gồm toàn bộ khu vực miền Trung, các tỉnh Đồng bằng Sông Cửu Long và thị trường Campuchia. Pomina là nhà máy thép lớn nhất Việt Nam với tổng công suất luyện phôi thép 1,5 triệu tấn, công suất cán thép 1,1 triệu tấn. Mạng lưới phân phối của công ty rộng khắp với 7 tổng đại lý và hơn 800 đại lý thứ cấp. POM được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 04/2010."
POT,Công ty Cổ phần Thiết bị Bưu Điện,Post and Telecommunication Equipment Factory,Thiết bị Bưu Điện,2005-06-07,+84 (24) 38455946,postef@hn.vnn.vn,"Số 61 Trần Phú, phường Điện Biên, quận Ba Đình, Hà Nội, Việt Nam",www.postef.com.vn,Thiết bị viễn thông,HNX,2006-12-20,"Công ty Cổ phần Thiết bị Bưu điện tiền thân là Nhà máy Thiết bị Bưu điện được thành lập năm 1954. Công ty được cổ phần hóa năm 2004. Vốn điều lệ hiện tại là 194 tỷ đồng. Công ty chuyền về xuất khẩu, nhập khẩu vật tư, thiết bị, lắp đặt máy móc chuyên ngành bưu chính, viễn thông, điện tử, tin học. Công ty có thị trường tiêu thụ ổn định với 90% tổng giá trị sản phẩm được tiêu thụ bởi các công ty trong tập đoàn VNPT. Ngoài ra, sản phẩm của công ty còn được xuất khẩu sang thị trường Lào, Hàn Quốc, Campuchia, Châu Phi và Achentina."
POW,Tổng Công ty Điện lực Dầu khí Việt Nam – Công ty cổ phần,PetroVietnam Power Corporation,PVPOWER,2008-07-01,+84 (24) 22210288,contact@pvpower.vn,"Tòa nhà Viện Dầu khí Việt Nam, số 167 đường Trung Kính, phường Yên Hòa, quận Cầu Giấy, Hà Nội, Việt Nam",www.pvpower.vn,Điện,HOSE,2019-01-14,"Tổng Công ty Điện lực Dầu khí Việt Nam (PV Power) được thành lập vào năm 2007 theo Quyết định 1468/QĐ-DKVN của Hội đồng quản trị Tập đoàn Dầu khí Quốc gia Việt Nam. Tổng Công ty hoạt động chính trong lĩnh vực sản xuất, truyền tải, kinh doanh, xuất nhập khẩu điện năng. Tổng Công ty chính thức hoạt động theo mô hình công ty cổ phần từ tháng 07/2018. PV Power đang quản lý vận hành 8 Nhà máy điện với tổng công suất lắp đặt là 4208,2 MW, gồm điện khí, than và thủy điện. Năm 2019, sản lượng điện thực tế của POW đạt tới 22,54 tỷ kWh, tương ứng gần 11% tổng sản lượng điện thương phẩm cả nước. PV Power được giao dịch trên thị trường UPCOM từ tháng 03/2018 và chính thức chuyển niêm yết lên HOSE vào tháng 01/2019"
PPC,Công ty Cổ phần Nhiệt điện Phả Lại ,Pha Lai Thermal Power Joint Stock Company,Nh.điện Phả Lại,2006-01-26,+84 (220) 3881126,ppc@evn.vn,"KM 28 quốc lộ 18, phường Phả Lại, thành Phố Chí Linh, Hải Dương, Việt Nam",www.ppc.evn.vn,Điện,HOSE,2007-01-26,"Nhà máy Nhiệt điện Phả Lại (nay là Công ty Cổ phần Nhiệt điện Phả Lại) được thành lập theo Quyết định số 22 ĐL/TCCB ngày 26/4/1982 của Bộ Điện lực là đơn vị hạch toán phụ thuộc Công ty Điện lực I. Kể từ ngày 01 tháng 4 năm 1995 Nhà máy là đơn vị thành viên thuộc Tổng Công ty Điện lực Việt Nam (theo Quyết định số 121NL/TCCB-LĐ ngày 04/3/1995 của Bộ Năng lượng), hạch toán phụ thuộc. Ngày 30 tháng 3 năm 2005 Bộ Công Nghiệp có Quyết định số 16/2005/QĐBCN chuyển Nhà máy Nhiệt điện Phả Lại thành Công ty Nhiệt điện Phả Lại, hạch toán độc lập - thuộc Tổng Công ty Điện lực Việt Nam. Ngày 18 tháng 5 năm 2005 Tổng Công ty Điện lực Việt Nam có văn bản số 2436/CV-EVN-TCKT hướng dẫn bàn giao tài chính khi chuyển các nhà máy điện thành Công ty hạch toán độc lập, Công ty
TNHH một thành viên, theo đó Nhà máy Nhiệt điện Phả Lại chính thức chuyển sang hạch toán độc lập từ ngày 01/7/2005. Thực hiện Quyết định số 3537/QĐ-TCCB ngày 31/12/2004 của Bộ Công nghiệp về việc cổ phần hóa, Công ty Nhiệt điện Phả Lại đã hoàn thành công tác cổ phần hóa và chính thức chuyển đổi sang hình thức công ty cổ phần với tên mới là


"
